"","AHR","ARID1A","ARRDC3","ATL1","BAK1","BCL2L11","BCORL1","BPGM","CBFA2T3","CBL","CDKN1A","CDKN1B","CDKN1C","CEBPA","CEBPB","CEBPE","CELF2","CITED1","CKS1B","CLDN6","CNN1","CNNM4","COL1A1","COL2A1","CSRNP1","DLX2","DUSP9","EGR1","ETS2","FEV","FOSB","FOXA1","FOXA3","FOXF1","FOXL2","FOXO4","GLB1L2","HES7","HK2","HNF4A","HOXA13","HOXB9","HOXC13","IGDCC3","IKZF3","IRF1","ISL2","JUN","KIF2C","KIF18B","KLF1","KMT2A","LHX1","LYL1","MAML2","MAP2K3","MAP2K6","MAP4K3","MAP4K5","MAP7D1","MAPK1","MEIS1","MIDN","NCL","NIT1","OSR2","PLK4","POU3F2","PRDM1","PRTG","PTPN1","PTPN9","PTPN12","PTPN13","RHOXF2","RREB1","RUNX1T1","S1PR2","SAMD1","SET","SGK1","SLC4A1","SLC6A9","SLC38A2","SNAI1","SPI1","STIL","TBX2","TBX3","TGFBR2","TMSB4X","TP73","TSC22D1","UBASH3A","UBASH3B","ZBTB1","ZBTB10","ZBTB25","ZC3HAV1","ZNF318"
"SGK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC4A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"SLC38A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAI1",0.00125523012552301,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.00130378096479791,0,0.5,0.5,0.5,0.0077639751552795,0.5,0.00263852242744063,0.00363636363636364,0.0232558139534884,0.5,0,0.00330578512396694,0,0.5,0.5,0.5,0.00261437908496732,0,0.001977587343441,0.5,0.00119688809096349,0.00910273081924577,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.00187617260787992,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.000462962962962963,0,0,0,0.00144717800289436,0,0,0,0,0,0,0,0.00410677618069815
"SPI1",0.5,0.000283527076835838,0,0,0.5,0,0.5,0.5,0.000283607487237663,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0.341441708691783,0.5,0.298243613138686,0.0308559162865576,0.5,0.0261979989468141,0.132377850162866,0.00127298444130127,0.290288529204785,0,0.0452742442894269,0.5,0.32866979997814,0.5,0.102854855923159,0.5,0,0.5,0.5,0.122309575976286,0.5,0.5,0.5,0.00296484540448962,0.000283245999150262,0.0717524673246199,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.00113266317428855,0.5,0.0748109828889773,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.047395329556446,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0.134328358208955,0.5,0.5,0.5,0.0531552405615374,0.0154703832752613,0,0.5,0.0142837331854112,0,0.0242524459142897,0.000425411230856495,0.5
"STIL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBX2",0.101632951498903,0.000931966449207828,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0.107634543178974,0.0937567979116815,0.5,0,0,0,0,0,0,0.5,0,0.0109938434476693,0.0638977635782748,0,0.133839706652698,0.5,0.131597343586159,0.0209635895549834,0.131242740998839,0.0179830747531735,0.085197934595525,0.5,0.140157185628743,0,0.0255063765941485,0,0.130380536494074,0.0856757364515404,0.0759128763613068,0.5,0,0.0713866039952996,0.109318656291516,0.0979485697775209,0.0104420466411417,0,0,0.00411522633744856,0.5,0.0496644295302013,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.0635818908122503,0,0.131973043803819,0.141634366925065,0,0,0.5,0.5,0,0.0356589147286822,0.5,0.5,0.5,0,0,0,0,0.5,0,0.000462962962962963,0.134328358208955,0,0,0.5,0,0.5,0.0337367070040337,0.016673792218897,0,0,0.00922818791946309,0,0.0189669087974173,0.5,0.0266875981161695
"TBX3",0.0218926553672316,0.00191938579654511,0,0,0,0,0,0,0,0,0.5,0,0,0.0207877461706783,0.5,0.00827300930713547,0,0,0,0,0,0,0,0,0.0120300751879699,0.0154536390827517,0,0.5,0.0244611286025672,0.0249418727541746,0.0105448154657293,0.0225454545454545,0.01285140562249,0.5,0,0.0233676975945017,0,0.0202578268876611,0,0.0277879341864717,0.0226764611945065,0.017018779342723,0.0218818380743982,0,0.0186491935483871,0.0193283401787871,0.0216165413533835,0.00789265982636148,0,0,0.00352112676056338,0,0.0252559726962457,0.00487012987012987,0,0,0,0,0,0,0,0.5,0,0,0,0.0241514360313316,0,0.0245654692931634,0.5,0.5,0,0,0,0,0.0194931773879142,0.0273747604708459,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.0134770889487871,0,0,0.00775193798449612,0,0.0123873873873874,0.00192307692307692,0.0102040816326531
"TGFBR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMSB4X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5
"TP73",0.0641785838855947,0.00147492625368732,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.0646126233921627,0.0356816102470265,0,0,0,0,0,0,0,0,0.0097323600973236,0.0553150553150553,0,0.5,0.0571084337349398,0.0581272458254069,0.0540322580645161,0.0476532567049808,0.0365497076023392,0.5,0.0014265335235378,0.0569142857142857,0,0.00796812749003984,0,0.0518747724790681,0.0473963205487995,0.0641891891891892,0.0485471296952516,0,0.0346793349168646,0.0585389453313982,0.028684907325684,0.5,0,0,0.00275862068965517,0.00145985401459854,0.0253399258343634,0.00779220779220779,0,0,0,0,0.5,0,0,0.0744423542058586,0,0,0,0.0537240537240537,0,0.0577634011090573,0.0580011335726431,0,0,0,0,0,0.0290846877673225,0.0637146029983343,0,0,0,0,0,0,0,0,0.00144717800289436,0.0531552405615374,0,0.0337367070040337,0.5,0,0,0,0.01,0,0.5,0.5,0,0.5,0,0.0250223413762288
"TSC22D1",0.0163551401869159,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.0153411384739604,0.0113525786571521,0.00582241630276565,0,0,0,0,0,0,0,0,0.074585635359116,0.0132947976878613,0,0.0171842025927042,0.5,0.5,0.5,0.5,0.0113871635610766,0.0263013698630137,0,0.5,0,0.00856793145654835,0,0.5,0.0163706025774991,0.5,0.0128720836685438,0,0.0122377622377622,0.0170586714913414,0.0188679245283019,0.00506072874493927,0,0,0,0.00409836065573771,0.5,0.00903614457831325,0,0,0,0,0,0,0,0.0165761646184624,0,0,0,0.0304731355252606,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0154703832752613,0,0.016673792218897,0.0134770889487871,0,0,0.01,0,0,0,0.00404858299595142,0.5,0.00490196078431373,0,0.0217076700434153
"UBASH3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBASH3B",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"ZBTB1",0.0150057714505579,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.0128783000643915,0.00700280112044818,0,0,0,0,0,0,0,0,0,0.0142369020501139,0,0.5,0.0168884339815763,0.0184035476718404,0.00789177001127396,0.5,0.0110663983903421,0.0111702127659574,0,0.0142100192678227,0,0.00590318772136954,0,0.0132175226586103,0.0144628099173554,0.0137268359643102,0.5,0,0.00398179749715586,0.0182425488180884,0.0284182305630027,0,0,0,0,0.00367647058823529,0.00727566693613581,0,0,0,0,0,0,0,0,0.016156462585034,0,0,0,0.00844854070660522,0,0.0193343122858541,0.0168594393256224,0,0,0,0,0,0.0167310167310167,0.5,0,0,0,0,0,0,0,0,0,0.0142837331854112,0,0.00922818791946309,0.00775193798449612,0,0,0.5,0.00404858299595142,0,0,0,0,0.5,0,0.5
"ZBTB10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"ZBTB25",0.0192236598890943,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0168171909062597,0.00479616306954436,0,0,0,0,0,0,0,0,0,0.0209564750134336,0,0.5,0.0194271481942715,0.0212397052449068,0.011988011988012,0.018976279650437,0.00988319856244385,0.0233029381965552,0,0.0226735947094946,0,0.0083073727933541,0,0.0200855495629533,0.0196274118429807,0.0217669654289373,0.5,0,0.0150862068965517,0.0258859009801458,0.024132730015083,0,0,0,0.00231481481481481,0,0.0163812360387193,0,0,0,0,0,0,0,0,0.0198237885462555,0,0,0.5,0.0141643059490085,0,0.0261077844311377,0.023533950617284,0,0,0,0,0,0.0167785234899329,0.5,0,0,0,0,0,0,0,0,0,0.0242524459142897,0,0.0189669087974173,0.0123873873873874,0,0,0.5,0.00490196078431373,0,0,0.5,0,0,0,0.0130641330166271
"ZC3HAV1",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.000438020148926851,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.000269251480883145,0,0,0.5,0,0,0,0.000253100480890914,0,0,0,0,0,0,0,0,0.000664451827242525,0.5,0,0.00131406044678055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.000949667616334283,0,0.5,0.5,0,0,0,0,0,0,0.000286163971955931,0,0,0,0,0,0,0,0,0,0.000425411230856495,0,0.5,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0.5
"ZNF318",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0241815476190476,0.022235759975632,0.0130861504907306,0,0,0,0,0,0,0,0,0.0278688524590164,0.024704065877509,0,0.0272018820761653,0.0302881063777395,0.0251867662753469,0.0327408793264733,0.5,0.0108153078202995,0.0272506082725061,0.00604838709677419,0.0329439252336449,0,0.5,0,0.0268876611418048,0.0256743581410465,0.0205686630369026,0.0233939844040104,0,0.5,0.0372856077554064,0.0265315967197299,0.00407830342577488,0,0,0.0115830115830116,0,0.0174703004891684,0.0195729537366548,0,0,0,0,0,0,0,0.0273416350839199,0,0,0,0.0214621059691482,0,0.0323265691363851,0.5,0,0,0,0,0,0.0204081632653061,0.5,0,0,0,0,0,0,0,0,0.00410677618069815,0.5,0,0.0266875981161695,0.0102040816326531,0,0.5,0.0250223413762288,0.0217076700434153,0,0,0.5,0,0.0130641330166271,0.5,0
